,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,pub_rec_bankruptcies
339,1065103,10000.0,10000.0,10000.0, 36 MONTHS,11.71,330.76,B,B3,CHEVRON STATION,5 YEARS,RENT,32000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,331XX,FL,21.83,0,2001-10-01,0,11,0,7346,59.6,23,0.0,0.0,1958.97,1958.97,1186.67,464.08,0.0,308.22,3.27,2012-06-01,330.76,2012-10-01,0.0
340,1065254,24000.0,24000.0,24000.0, 36 MONTHS,8.9,762.08,A,A5,TECH DATA CORP,10+ YEARS,MORTGAGE,116400.0,VERIFIED,2011-12-01,CHARGED OFF,CAR,336XX,FL,3.94,0,1992-12-01,4,14,0,3885,8.1,31,0.0,0.0,8649.71,8649.71,6036.95,1580.45,0.0,1032.31,10.25,2012-10-01,762.08,2015-06-01,0.0
344,1059620,12000.0,12000.0,12000.0, 36 MONTHS,11.71,396.92,B,B3,FIRESTONE COMPLETE AUTO CARE,10+ YEARS,RENT,57200.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,014XX,MA,16.36,0,2000-05-01,0,11,0,22059,68.5,17,0.0,0.0,3564.9,3564.9,2613.54,951.36,0.0,0.0,0.0,2012-10-01,396.92,2016-04-01,0.0
348,1065196,10000.0,10000.0,10000.0, 36 MONTHS,12.69,335.45,B,B5,GREY GOOSE RESTAURANT,2 YEARS,RENT,35000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,405XX,KY,12.03,0,2000-04-01,1,10,0,10472,84.6,15,0.0,0.0,7690.46,7690.46,5358.77,1671.4,0.0,660.29,6.4601,2013-10-01,335.45,2014-02-01,0.0
356,1062248,9750.0,9750.0,9750.0, 36 MONTHS,7.51,303.34,A,A3,GRAND WAILEA,4 YEARS,RENT,35000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,967XX,HI,29.04,0,1996-09-01,1,9,0,13275,51.7,19,0.0,0.0,5150.83,5150.83,4327.31,823.52,0.0,0.0,0.0,2013-05-01,303.34,2016-05-01,0.0
362,1064754,25000.0,25000.0,23505.29384, 60 MONTHS,19.42,654.31,E,E3,SAN FRANCISCO PUBLIC LIBRARY,10+ YEARS,RENT,60000.0,VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,941XX,CA,20.04,0,2000-08-01,0,12,0,17035,94.9,24,0.0,0.0,29415.85,25748.61,11624.71,11255.08,0.0,6536.06,1172.7,2014-12-01,654.31,2016-05-01,0.0
365,1064727,8875.0,8875.0,8875.0, 36 MONTHS,12.69,297.72,B,B5,WELLS FARGO,5 YEARS,MORTGAGE,35360.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,181XX,PA,23.11,0,2005-09-01,1,9,0,13003,71.1,13,0.0,0.0,2046.9,2046.9,1251.86,528.58,0.0,266.46,2.96,2012-06-01,297.72,2012-11-01,0.0
376,1064636,12000.0,12000.0,12000.0, 36 MONTHS,8.9,381.04,A,A5,STERLING SAVINGS BANK,3 YEARS,RENT,32000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,975XX,OR,6.75,0,2005-11-01,0,9,0,5329,59.2,12,0.0,0.0,8740.16,8740.16,6603.89,1390.81,0.0,745.46,7.454600002,2013-09-01,381.04,2014-02-01,0.0
380,1056865,15000.0,15000.0,14224.10774, 60 MONTHS,12.69,338.93,B,B5,PKM PANEL SYSTEMS CORP.,3 YEARS,OWN,30000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,088XX,NJ,24.76,0,2004-06-01,1,7,0,16876,65.7,17,0.0,0.0,9543.84,8138.48,4881.73,3227.63,0.0,1434.48,14.0952,2013-12-01,338.93,2014-05-01,0.0
381,1064783,8050.0,8050.0,8050.0, 36 MONTHS,12.69,270.04,B,B5,PBM&M,1 YEAR,RENT,36000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,986XX,WA,14.8,0,2007-05-01,0,4,0,12000,81.3,7,0.0,0.0,1330.92,1330.92,748.57,327.43,0.0,254.92,2.82,2012-04-01,270.04,2012-09-01,0.0
388,1064608,6000.0,6000.0,6000.0, 60 MONTHS,7.9,121.38,A,A4,FIDELITY INVESTMENTS,< 1 YEAR,RENT,30084.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,410XX,KY,1.68,0,1994-07-01,0,6,0,2192,10.0,15,0.0,0.0,3662.31,3662.31,2298.98,836.88,0.0,526.45,5.0643,2014-02-01,121.38,2014-07-01,0.0
412,1064251,1500.0,1500.0,1500.0, 36 MONTHS,18.64,54.72,E,E1,WILLOWOOD CARE CENTER,< 1 YEAR,RENT,17000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,OTHER,442XX,OH,4.59,0,2007-09-01,3,10,0,1497,99.8,15,0.0,0.0,560.69,560.69,300.67,191.27,0.0,68.75,0.65,2012-09-01,54.72,2013-02-01,0.0
414,1035800,20000.0,16925.0,11925.0, 60 MONTHS,14.65,399.55,C,C3,MACY'S,10+ YEARS,RENT,75000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,913XX,CA,16.51,0,1995-11-01,2,10,0,21513,74.9,16,0.0,0.0,3612.52,2544.34,1819.26,1773.35,19.91218684,0.0,0.0,2012-09-01,819.08,2016-05-01,0.0
422,1064366,1000.0,1000.0,1000.0, 36 MONTHS,14.65,34.5,C,C3,,,RENT,18408.0,NOT VERIFIED,2011-12-01,CHARGED OFF,MAJOR_PURCHASE,080XX,NJ,6.0,0,1993-04-01,2,3,1,2510,83.7,8,0.0,0.0,91.31,91.31,22.24,12.18,0.0,56.89,10.2402,2012-01-01,34.5,2012-06-01,1.0
424,1064150,8500.0,8500.0,8500.0, 36 MONTHS,14.27,291.63,C,C2,COSTCO PHARMACY,9 YEARS,RENT,50000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,194XX,PA,8.5,0,2004-11-01,2,15,0,9354,61.5,27,0.0,0.0,2444.63,2444.63,1378.65,657.23,0.0,408.75,3.88,2012-07-01,291.63,2013-04-01,0.0
430,1029473,33425.0,20675.0,19010.82122, 60 MONTHS,13.49,475.63,C,C1,TRAVELERS INSURANCE,2 YEARS,MORTGAGE,75000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,114XX,NY,25.71,0,1978-07-01,3,10,0,50670,50.5,43,0.0,0.0,19893.95,16765.31,13371.26,6512.03,0.0,10.66,0.0,2015-02-01,1370.08,2016-04-01,0.0
433,1063949,18000.0,18000.0,17836.5806, 60 MONTHS,11.71,397.77,B,B3,DI-MATRIX,< 1 YEAR,RENT,40000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,850XX,AZ,18.18,0,1999-12-01,0,6,0,12806,68.8,12,0.0,0.0,10850.22,10567.42,5690.48,3448.57,0.0,1711.17,17.1117,2013-12-01,397.77,2014-04-01,0.0
435,1064133,20000.0,20000.0,19523.20774, 60 MONTHS,16.77,494.59,D,D2,US POSTAL SERVICE,10+ YEARS,RENT,60000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,945XX,CA,9.46,0,1995-03-01,2,13,0,16326,41.0,30,0.0,0.0,18799.72,17787.27,9606.12,7667.87,0.0,1525.73,268.0326,2014-11-01,494.59,2016-04-01,0.0
458,1063751,14400.0,14400.0,14400.0, 36 MONTHS,18.25,522.41,D,D5,NAVFAC/NAVAL STATION NEWPORT,5 YEARS,RENT,51871.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,028XX,RI,7.82,0,2006-03-01,0,5,0,8092,79.3,9,0.0,0.0,7869.17,7869.17,4684.23,2613.83,0.0,571.11,5.67,2013-02-01,522.41,2013-07-01,0.0
462,1063788,4200.0,4200.0,4200.0, 60 MONTHS,17.27,105.0,D,D3,PHYSICIANS SURGERY CENTER OF TEMPE,9 YEARS,RENT,43000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,852XX,AZ,10.13,0,1996-11-01,1,9,0,8843,77.0,19,0.0,0.0,4200.0,4200.0,2381.46,1807.62,0.0,10.92,1.9656,2015-04-01,105.0,2016-05-01,0.0
464,1063781,3000.0,3000.0,3000.0, 36 MONTHS,10.65,97.72,B,B2,ADP,10+ YEARS,MORTGAGE,86004.0,NOT VERIFIED,2011-12-01,CHARGED OFF,OTHER,070XX,NJ,13.37,0,1997-12-01,2,8,0,23964,64.6,35,0.0,0.0,2236.73,2236.73,1629.41,417.88,0.0,189.44,1.894400001,2013-09-01,97.72,2014-02-01,0.0
466,1063778,15000.0,15000.0,15000.0, 36 MONTHS,16.29,529.51,D,D1,BENTALL KENNEDY,1 YEAR,RENT,110000.0,VERIFIED,2011-12-01,CHARGED OFF,SMALL_BUSINESS,750XX,TX,21.99,2,1998-11-01,0,12,0,40370,84.1,24,0.0,0.0,1873.45,1873.45,655.77,402.57,0.0,815.11,146.7198,2012-02-01,529.51,2012-07-01,0.0
476,1063693,10000.0,10000.0,10000.0, 36 MONTHS,17.27,357.88,D,D3,MACYS,8 YEARS,RENT,68000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,597XX,MT,17.15,0,2002-03-01,1,7,0,6754,92.5,16,0.0,0.0,8589.12,8589.12,6067.35,2507.07,0.0,14.7,0.0,2013-12-01,357.88,2013-12-01,0.0
480,1057424,16000.0,16000.0,16000.0, 36 MONTHS,7.9,500.65,A,A4,"GUGINO & MORTIMER, PLC",1 YEAR,RENT,51000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,857XX,AZ,24.66,0,1992-12-01,0,8,0,29485,81.0,28,0.0,0.0,11928.62,11928.62,9323.14,1688.52,0.0,916.96,9.1696,2013-10-01,500.65,2014-03-01,0.0
484,1063448,2200.0,2200.0,2200.0, 36 MONTHS,15.27,76.56,C,C4,REGENT CARE CENTER,10+ YEARS,OWN,48000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,773XX,TX,5.47,0,2000-05-01,3,3,0,10130,83.7,7,0.0,0.0,2294.0,2294.0,353.21,182.71,0.0,1758.08,317.1046,2012-07-01,76.56,2016-05-01,0.0
489,1063421,8000.0,8000.0,8000.0, 60 MONTHS,8.9,165.68,A,A5,ST. JOHNLAND,1 YEAR,RENT,51204.0,NOT VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,117XX,NY,25.12,0,1987-08-01,0,16,0,20888,37.6,40,0.0,0.0,4639.04,4639.04,3271.74,1367.3,0.0,0.0,0.0,2014-05-01,34.32,2016-05-01,0.0
496,1063393,35000.0,23250.0,23225.0, 60 MONTHS,20.3,619.88,E,E5,THE CREXENT BUSINESS CENTERS,3 YEARS,OWN,85000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,322XX,FL,16.39,0,1984-12-01,2,10,0,18515,76.5,40,0.0,0.0,3093.5,3090.2,1169.59,1923.91,0.0,0.0,0.0,2012-05-01,619.88,2016-05-01,0.0
505,1059525,12000.0,12000.0,11975.0, 60 MONTHS,14.65,283.28,C,C3,HAWAIIAN AIRLINES,< 1 YEAR,RENT,75000.0,VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,967XX,HI,16.13,0,2000-11-01,3,14,0,16664,89.4,28,0.0,0.0,7694.4,7678.37,3606.06,2908.0,0.0,1180.34,11.8034,2013-11-01,283.28,2014-04-01,0.0
514,1063069,21250.0,21250.0,21250.0, 36 MONTHS,12.42,710.08,B,B4,SHOWBOAT CASINO,5 YEARS,RENT,37000.0,VERIFIED,2011-12-01,CHARGED OFF,OTHER,082XX,NJ,14.27,0,2000-05-01,1,8,0,14899,69.3,21,0.0,0.0,8880.05,8880.05,6569.76,2266.76,0.0,43.53,0.0,2012-12-01,710.08,2016-05-01,0.0
523,1062997,15000.0,15000.0,15000.0, 36 MONTHS,15.27,521.97,C,C4,HUDSON HOTEL,10+ YEARS,RENT,60000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,113XX,NY,10.72,0,2002-04-01,2,7,0,12333,75.2,18,0.0,0.0,6379.19,6379.19,3871.69,1853.48,0.0,654.02,6.26,2012-11-01,521.97,2013-04-01,0.0
526,1062918,4000.0,4000.0,4000.0, 36 MONTHS,12.69,134.18,B,B5,PUBLIX,6 YEARS,RENT,30000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,HOME_IMPROVEMENT,323XX,FL,17.6,0,1996-03-01,1,8,0,1296,5.5,20,0.0,0.0,2152.95,2152.95,1481.95,526.55,0.0,144.45,1.49,2013-03-01,134.18,2013-09-01,0.0
532,1062976,4000.0,4000.0,4000.0, 60 MONTHS,19.91,105.78,E,E4,NEWELL RUBBERMAID INC,10+ YEARS,RENT,45000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,HOUSE,179XX,PA,15.2,0,1996-03-01,3,5,1,3722,22.4,11,0.0,0.0,1775.8,1775.8,660.29,924.37,0.0,191.14,1.76,2013-04-01,331.68,2013-08-01,1.0
534,1062897,1700.0,1700.0,1700.0, 36 MONTHS,7.9,53.2,A,A4,,,MORTGAGE,37800.0,NOT VERIFIED,2011-12-01,CHARGED OFF,HOME_IMPROVEMENT,805XX,CO,27.0,0,1979-07-01,0,9,0,16333,91.2,27,0.0,0.0,1218.5,1218.5,940.44,174.03,0.0,104.03,1.040299999,2013-09-01,53.2,2014-02-01,0.0
537,1059486,12000.0,12000.0,12000.0, 36 MONTHS,14.65,413.94,C,C3,CAREFUSION,6 YEARS,RENT,54400.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,983XX,WA,13.81,0,1998-11-01,1,14,0,13239,60.2,33,0.0,0.0,11043.04,11043.04,8359.5,2683.54,0.0,0.0,0.0,2014-04-01,480.6,2016-05-01,0.0
539,1062851,8000.0,8000.0,8000.0, 60 MONTHS,20.3,213.29,E,E5,DOW NETWORKS,1 YEAR,RENT,42500.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,300XX,GA,14.23,0,2004-03-01,1,10,0,9870,95.0,24,0.0,0.0,8505.34,8505.34,2173.49,3335.6,0.0,2996.25,509.3625,2014-06-01,200.0,2016-05-01,0.0
541,1062844,13000.0,13000.0,13000.0, 36 MONTHS,16.29,458.91,D,D1,TR FURNITURE,10+ YEARS,RENT,28000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,285XX,NC,12.9,0,2001-10-01,1,4,0,6901,93.3,8,0.0,0.0,8768.3,8768.3,5318.23,3008.91,0.0,441.16,4.411600005,2013-10-01,320.84,2013-11-01,0.0
546,1062864,24000.0,24000.0,23975.0, 60 MONTHS,17.58,603.98,D,D4,DEPARTMENT OF DEFENSE,5 YEARS,RENT,68809.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,325XX,FL,21.29,0,2005-06-01,1,10,0,3343,25.3,20,0.0,0.0,4401.18,4396.65,1567.87,2049.17,0.0,784.14,8.02,2012-06-01,603.98,2012-11-01,0.0
547,1062734,11200.0,11200.0,11200.0, 36 MONTHS,12.42,374.26,B,B4,MYRVPARTSPLACE.COM,3 YEARS,RENT,75000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,CAR,925XX,CA,22.88,0,1996-12-01,0,8,0,25673,74.4,13,0.0,0.0,4225.13,4225.13,2702.91,1033.89,0.0,488.33,4.72,2012-10-01,374.26,2013-03-01,0.0
559,1062555,12000.0,12000.0,12000.0, 36 MONTHS,14.27,411.71,C,C2,VOGUE BEAUTY SALON,2 YEARS,RENT,28000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,905XX,CA,8.49,0,2007-08-01,1,9,0,8738,68.5,10,0.0,0.0,5423.3,5423.3,3441.99,1490.13,0.0,491.18,4.87,2012-12-01,411.71,2013-05-01,0.0
560,1062606,28000.0,28000.0,28000.0, 36 MONTHS,7.9,876.13,A,A4,NORTH FORK HOLDINGS,4 YEARS,MORTGAGE,118000.0,VERIFIED,2011-12-01,CHARGED OFF,HOME_IMPROVEMENT,600XX,IL,5.29,0,1995-07-01,1,7,0,11849,24.8,23,0.0,0.0,9959.66,9959.66,7125.17,1634.43,0.0,1200.06,11.94,2012-10-01,876.13,2014-09-01,0.0
563,1062536,3000.0,3000.0,3000.0, 36 MONTHS,7.9,93.88,A,A4,PORT OF EVERETT,10+ YEARS,MORTGAGE,65000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,OTHER,982XX,WA,4.89,0,1994-08-01,0,4,0,3413,85.3,18,0.0,0.0,2720.04,2720.04,2357.46,362.58,0.0,0.0,0.0,2014-05-01,93.88,2016-05-01,0.0
569,1036838,8575.0,8575.0,8575.0, 36 MONTHS,17.58,308.21,D,D4,,,MORTGAGE,32000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,325XX,FL,22.54,0,2004-09-01,1,4,0,20142,89.9,5,0.0,0.0,4636.75,4636.75,2808.63,1497.35,0.0,330.77,3.35,2013-02-01,308.21,2013-07-01,0.0
570,1062478,28000.0,18625.0,18600.0, 60 MONTHS,12.42,418.27,B,B4,MARIST SCHOOL,8 YEARS,MORTGAGE,84996.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,300XX,GA,23.41,0,1998-12-01,0,13,0,47111,44.2,40,0.0,0.0,14647.04,14627.4,12259.35,2001.31,20.8906275,365.49,4.31,2013-03-01,10000.0,2016-05-01,0.0
574,1062454,16000.0,16000.0,15975.0, 60 MONTHS,18.25,408.48,D,D5,ALLIED WASTE,10+ YEARS,MORTGAGE,49000.0,VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,444XX,OH,18.39,0,2001-12-01,2,15,0,22500,94.5,23,0.0,0.0,8576.66,8563.39,4035.93,4540.73,0.0,0.0,0.0,2013-10-01,30.8,2016-05-01,0.0
580,1062330,11000.0,11000.0,11000.0, 36 MONTHS,7.9,344.2,A,A4,BCI,4 YEARS,MORTGAGE,80000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,856XX,AZ,4.74,0,1999-12-01,0,8,0,7690,77.7,15,0.0,0.0,3094.2,3094.2,2508.54,585.66,0.0,0.0,0.0,2012-09-01,344.2,2016-05-01,0.0
581,1062414,5000.0,5000.0,5000.0, 36 MONTHS,16.29,176.51,D,D1,CLARKS CO. NORTH AMERICA,6 YEARS,MORTGAGE,85000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,MEDICAL,982XX,WA,22.81,0,2004-05-01,2,9,0,19925,90.0,17,0.0,0.0,4056.05,4056.05,2907.06,1148.99,0.0,0.0,0.0,2013-11-01,176.51,2016-05-01,0.0
583,1062401,10000.0,10000.0,10000.0, 36 MONTHS,12.69,335.45,B,B5,DAJA VENTURES,6 YEARS,OWN,36000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,917XX,CA,15.9,0,2006-12-01,3,8,0,6397,65.3,10,0.0,0.0,9758.77,9758.77,7421.06,1947.62,0.0,390.09,3.6617,2014-04-01,335.45,2014-09-01,0.0
588,1031348,3000.0,3000.0,3000.0, 36 MONTHS,16.29,105.91,D,D1,H. LEE MOFFITT CANCER CENTER,4 YEARS,MORTGAGE,65000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,OTHER,336XX,FL,15.16,0,2007-06-01,1,12,0,9089,60.2,18,0.0,0.0,2704.36,2704.36,1830.43,709.12,0.0,164.81,1.6481,2014-01-01,105.91,2014-05-01,0.0
589,1062268,7700.0,7700.0,7700.0, 36 MONTHS,16.77,273.65,D,D2,STATE OF TEXAS,3 YEARS,RENT,29772.96,SOURCE VERIFIED,2011-12-01,CHARGED OFF,OTHER,765XX,TX,18.58,0,2000-08-01,0,6,0,9206,82.9,11,0.0,0.0,4911.95,4911.95,3153.85,1486.98,0.0,271.12,2.74,2013-06-01,273.65,2013-10-01,0.0
593,1062146,24500.0,24500.0,24475.0, 60 MONTHS,20.89,661.3,F,F1,INVESTIGROUP,4 YEARS,RENT,85000.0,VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,072XX,NJ,9.09,0,2004-04-01,0,6,0,19668,94.4,8,0.0,0.0,3994.86,3990.8,962.75,1679.05,0.0,1353.06,13.25,2012-04-01,661.3,2012-09-01,0.0
596,1062257,22200.0,22200.0,22200.0, 36 MONTHS,19.42,818.49,E,E3,GRACE & GROWTH FAMILY SERVICES,2 YEARS,RENT,160000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,912XX,CA,13.33,0,1996-10-01,1,12,0,10070,89.1,25,0.0,0.0,9174.61,9174.61,4940.21,3242.59,0.0,991.81,9.81,2012-10-01,818.49,2013-03-01,0.0
598,1062250,13000.0,13000.0,13000.0, 36 MONTHS,7.9,406.78,A,A4,FEDEX OFFICE,10+ YEARS,RENT,28000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,554XX,MN,16.93,0,2000-04-01,0,7,0,14078,66.1,19,0.0,0.0,6735.25,6735.25,5072.35,1208.26,0.0,454.64,4.78,2013-06-01,61.06,2013-10-01,0.0
600,997521,3600.0,3600.0,3600.0, 36 MONTHS,12.69,120.77,B,B5,STATE OF MICHIGAN,10+ YEARS,MORTGAGE,60000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,MEDICAL,488XX,MI,19.0,0,2001-08-01,3,10,1,1104,13.0,17,0.0,0.0,3612.83,3612.83,2785.13,711.48,0.0,116.22,1.1622,2014-05-01,120.77,2014-10-01,0.0
601,1058624,12375.0,12375.0,12375.0, 60 MONTHS,23.13,349.79,G,G2,UNIVERSITY OF CENTRAL FLORIDA,5 YEARS,RENT,40000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,OTHER,327XX,FL,20.88,0,1996-01-01,0,27,0,13768,22.5,31,0.0,0.0,8530.26,8530.26,2444.99,4602.6,0.0,1482.67,23.01070001,2014-01-01,52.05,2014-02-01,0.0
614,1031266,7100.0,7100.0,7100.0, 36 MONTHS,14.65,244.91,C,C3,90 MILES CUBAN CAFE,1 YEAR,RENT,33000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,606XX,IL,23.85,0,2006-06-01,2,10,0,5148,41.5,13,0.0,0.0,3915.2,3915.2,2774.87,1140.33,0.0,0.0,0.0,2013-04-01,244.91,2016-05-01,0.0
616,1061914,22400.0,22400.0,22400.0, 60 MONTHS,22.74,628.13,G,G1,JPMORGAN CHASE,6 YEARS,RENT,85000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,104XX,NY,7.02,2,1972-12-01,1,14,0,13773,58.7,16,0.0,0.0,26376.52,26376.52,12893.89,13482.63,0.0,0.0,0.0,2015-06-01,628.13,2016-04-01,0.0
618,1061741,22250.0,22250.0,22250.0, 36 MONTHS,12.69,746.38,B,B5,GARDEN OF EDEN,2 YEARS,RENT,41000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,112XX,NY,15.63,0,2004-12-01,0,8,0,15791,61.9,10,0.0,0.0,19580.94,19580.94,14038.0,4421.84,0.0,1121.1,11.211,2014-04-01,837.88,2016-05-01,0.0
621,1057749,7650.0,7650.0,7650.0, 36 MONTHS,11.71,253.04,B,B3,MAY TRUCKING,5 YEARS,RENT,57000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,924XX,CA,23.96,0,2006-04-01,1,10,0,24086,63.4,18,0.0,0.0,3098.5,3098.5,2056.23,720.94,0.0,321.33,3.15,2012-11-01,253.04,2013-04-01,0.0
623,1061869,20675.0,20675.0,20650.0, 60 MONTHS,15.27,494.8,C,C4,HAMMER CREATIVE,7 YEARS,RENT,50132.0,VERIFIED,2011-12-01,CHARGED OFF,OTHER,913XX,CA,23.31,0,2000-04-01,1,6,0,9487,74.1,17,0.0,0.0,5928.84,5921.76,2979.22,2949.62,0.0,0.0,0.0,2012-12-01,494.8,2016-05-01,0.0
630,1061661,20500.0,20500.0,20475.0, 60 MONTHS,12.69,463.2,B,B5,ULTRATECH INC,< 1 YEAR,RENT,47800.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,951XX,CA,28.32,0,1999-04-01,1,10,0,23823,52.2,20,0.0,0.0,7896.36,7886.8,3976.64,2960.71,0.0,959.01,9.33,2013-03-01,463.2,2013-08-01,0.0
635,1061643,29000.0,29000.0,29000.0, 60 MONTHS,12.42,651.27,B,B4,U.S.POSTAL SERVICE,10+ YEARS,RENT,65000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,180XX,PA,7.22,0,2000-01-01,1,6,0,18918,57.7,24,0.0,0.0,14318.48,14318.48,8619.3,5699.18,0.0,0.0,0.0,2013-10-01,651.27,2016-05-01,0.0
641,1058931,12000.0,12000.0,12000.0, 36 MONTHS,15.96,421.65,C,C5,UNITED LIGHTING & ELECTRICAL GROUP,9 YEARS,MORTGAGE,88000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,117XX,NY,10.6,0,2002-10-01,3,11,0,11434,77.8,20,0.0,0.0,4637.54,4637.54,3074.42,1552.18,0.0,10.94,0.0,2012-11-01,421.65,2016-05-01,0.0
648,1061496,10000.0,10000.0,10000.0, 36 MONTHS,13.49,339.31,C,C1,OSWEGO COUNTY OPPORTUNITIES,10+ YEARS,RENT,30000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,131XX,NY,20.96,0,2007-06-01,0,10,0,2780,32.0,11,0.0,0.0,4749.77,4749.77,3411.93,1328.05,0.0,9.79,0.0,2013-02-01,339.31,2016-05-01,0.0
655,1058858,21600.0,21600.0,21600.0, 36 MONTHS,17.27,773.01,D,D3,,2 YEARS,MORTGAGE,58600.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,HOME_IMPROVEMENT,770XX,TX,10.85,0,2002-06-01,0,8,0,21912,95.3,18,0.0,0.0,2724.94,2724.94,930.13,614.53,0.0,1180.28,212.4504,2012-02-01,773.01,2012-07-01,0.0
688,1060436,8250.0,8250.0,8250.0, 60 MONTHS,19.91,218.17,E,E4,LOWES,3 YEARS,RENT,27500.0,NOT VERIFIED,2011-12-01,CHARGED OFF,WEDDING,970XX,OR,20.25,0,2007-07-01,1,8,0,7432,79.7,9,0.0,0.0,5311.1,5311.1,1579.15,2124.3,0.0,1607.65,289.377,2013-05-01,218.17,2013-08-01,0.0
692,1060995,12000.0,12000.0,12000.0, 36 MONTHS,12.42,400.99,B,B4,HSA-UWC,< 1 YEAR,RENT,60000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,CAR,029XX,RI,6.3,0,2005-02-01,1,8,0,8894,78.7,14,0.0,0.0,9546.76,9546.76,6788.45,2019.47,0.0,738.84,7.2498,2013-10-01,400.99,2014-02-01,0.0
